Monastery,Latitude,Longitude,City,Country,Administrative Region,Historical Region,Starting,Ending,Monastery_index
Franciscans,43.25,13.0,Matelica,Italy,Marche,UMBRIA - MARCHE,1226,2011,1
Franciscans,43.18,12.98,Pioraco,Italy,Marche,UMBRIA - MARCHE,1226,2011,1
Franciscans,43.07,12.62,assisi,Italy,Umbria,UMBRIA - MARCHE,1226,2011,1
Franciscans,42.73,12.73,Spoleto,Italy,Umbria,UMBRIA - MARCHE,1226,2011,1
Franciscans,43.3,13.73,civitanova marche,Italy,Marche,UMBRIA - MARCHE,1227,2011,1
Franciscans,43.72,12.63,Urbino,Italy,Marche,UMBRIA - MARCHE,1228,2011,1
Franciscans,43.07,12.62,assisi,Italy,Umbria,UMBRIA - MARCHE,1228,2011,1
Franciscans,43.37,12.17,Lugnano,Italy,Umbria,UMBRIA - MARCHE,1229,2011,1
Franciscans,43.47,12.22,citta di castello,Italy,Umbria,UMBRIA - MARCHE,1230,2011,1
Franciscans,43.83,13.02,Fano,Italy,Marche,UMBRIA - MARCHE,1235,2011,1
Franciscans,42.98,13.6,Montalto,Italy,Marche,UMBRIA - MARCHE,1235,2011,1
Franciscans,42.57,12.65,Pantanelli,Italy,Umbria,UMBRIA - MARCHE,1235,2011,1
Franciscans,43.42,13.18,Stàffolo,Italy,Marche,UMBRIA - MARCHE,1236,2011,1
Franciscans,43.9,12.9,Pesaro,Italy,Marche,UMBRIA - MARCHE,1239,2011,1
Franciscans,43.35,12.57,Gubbio,Italy,Umbria,UMBRIA - MARCHE,1240,2011,1
Franciscans,42.72,12.1,Orvieto,Italy,Umbria,UMBRIA - MARCHE,1240,2011,1
Franciscans,43.3,13.45,Macerata,Italy,Marche,UMBRIA - MARCHE,1241,2011,1
Franciscans,43.37,13.2,cingoli,Italy,Marche,UMBRIA - MARCHE,1244,2011,1
Franciscans,43.52,13.23,Iesi,Italy,Marche,UMBRIA - MARCHE,1244,2011,1
Franciscans,43.12,13.05,camerino,Italy,Marche,UMBRIA - MARCHE,1245,2011,1
Franciscans,43.05,13.75,Montefiore,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,43.22,13.62,Montegranario,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,43.08,13.72,Monterubbiano,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,42.93,13.68,Offida,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,43.48,13.47,Osimo,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,43.0,13.75,Ripatransone,Italy,Marche,UMBRIA - MARCHE,1247,2011,1
Franciscans,43.05,13.75,Montefiorentino,Italy,Marche,UMBRIA - MARCHE,1248,2011,1
Franciscans,43.12,13.53,Montegiorgio,Italy,Marche,UMBRIA - MARCHE,1248,2011,1
Franciscans,43.42,12.85,Sassoferrato,Italy,Marche,UMBRIA - MARCHE,1248,2011,1
Franciscans,43.38,13.55,Recanati,Italy,Marche,UMBRIA - MARCHE,1250,2011,1
Franciscans,42.77,13.28,arquata,Italy,Marche,UMBRIA - MARCHE,1251,2011,1
Franciscans,43.33,13.57,Montelupone,Italy,Marche,UMBRIA - MARCHE,1251,2011,1
Franciscans,43.07,12.62,assisi,Italy,Umbria,UMBRIA - MARCHE,1253,2011,1
Franciscans,42.98,12.67,Spello,Italy,Umbria,UMBRIA - MARCHE,1253,2011,1
Franciscans,42.98,13.68,cossignano,Italy,Marche,UMBRIA - MARCHE,1254,2011,1
Franciscans,42.78,12.42,Todi,Italy,Umbria,UMBRIA - MARCHE,1254,2011,1
Franciscans,43.37,12.72,costacciaro,Italy,Umbria,UMBRIA - MARCHE,1254,2011,1
Franciscans,42.93,13.62,castignano,Italy,Marche,UMBRIA - MARCHE,1255,2011,1
Franciscans,43.15,13.4,Loro,Italy,Marche,UMBRIA - MARCHE,1259,2011,1
Franciscans,43.07,12.62,assisi,Italy,Umbria,UMBRIA - MARCHE,1260,2011,1
Franciscans,43.43,13.0,Serra S. Quirico,Italy,Marche,UMBRIA - MARCHE,1262,2011,1
Franciscans,43.53,12.63,cagli,Italy,Marche,UMBRIA - MARCHE,1263,2011,1
Franciscans,42.98,12.42,Deruta,Italy,Umbria,UMBRIA - MARCHE,1263,2011,1
Franciscans,43.05,13.58,Montottone,Italy,Marche,UMBRIA - MARCHE,1264,2011,1
Franciscans,43.3,13.57,Morrovalle,Italy,Marche,UMBRIA - MARCHE,1264,2011,1
Franciscans,42.97,13.35,amandola,Italy,Marche,UMBRIA - MARCHE,1265,2011,1
Franciscans,42.57,12.65,Terni,Italy,Umbria,UMBRIA - MARCHE,1265,2011,1
Franciscans,42.8,13.1,Norcia,Italy,Umbria,UMBRIA - MARCHE,1265,2011,1
Franciscans,43.23,13.5,Montolmo,Italy,Marche,UMBRIA - MARCHE,1266,2011,1
Franciscans,43.48,12.93,Rocca de Contrada,Italy,Marche,UMBRIA - MARCHE,1266,2011,1
Franciscans,43.02,12.48,bettona,Italy,Umbria,UMBRIA - MARCHE,1266,2011,1
Franciscans,43.08,13.38,S. Angelo in Pontamo,Italy,Marche,UMBRIA - MARCHE,1267,2011,1
Franciscans,43.18,13.47,Mogliano,Italy,Marche,UMBRIA - MARCHE,1270,2011,1
Franciscans,43.15,13.72,Monte S. Pietro,Italy,Marche,UMBRIA - MARCHE,1270,2011,1
Franciscans,43.3,13.45,S. Ginesio,Italy,Marche,UMBRIA - MARCHE,1271,2011,1
Franciscans,43.3,13.45,S. Ginesio,Italy,Marche,UMBRIA - MARCHE,1271,2011,1
Franciscans,43.65,12.4,S. Angelo in Vado,Italy,Marche,UMBRIA - MARCHE,1273,2011,1
Franciscans,42.95,12.7,brugliano,Italy,Umbria,UMBRIA - MARCHE,1273,2011,1
Franciscans,42.88,12.65,Montefalco,Italy,Umbria,UMBRIA - MARCHE,1275,2011,1
Franciscans,42.95,13.48,Force,Italy,Marche,UMBRIA - MARCHE,1276,2011,1
Franciscans,43.1,12.38,Perugia (SF del Monte),Italy,Umbria,UMBRIA - MARCHE,1276,2011,1
Franciscans,43.55,12.83,Pergola,Italy,Marche,UMBRIA - MARCHE,1277,2011,1
Franciscans,43.02,13.48,S. Vittoria,Italy,Marche,UMBRIA - MARCHE,1279,2011,1
Franciscans,43.03,13.3,Sarnano,Italy,Marche,UMBRIA - MARCHE,1281,2011,1
Franciscans,42.88,12.9,Trevi,Italy,Umbria,UMBRIA - MARCHE,1285,2011,1
Franciscans,42.85,13.57,S. Vittoria,Italy,Marche,UMBRIA - MARCHE,1287,2011,1
Franciscans,42.55,12.42,amelia,Italy,Umbria,UMBRIA - MARCHE,1287,2011,1
Franciscans,43.12,12.78,Nocera ,Italy,Umbria,UMBRIA - MARCHE,1287,2011,1
Franciscans,43.1,13.47,Fallerone,Italy,Marche,UMBRIA - MARCHE,1288,2011,1
Franciscans,43.67,12.52,Urbania,Italy,Marche,UMBRIA - MARCHE,1288,2011,1
Franciscans,42.85,13.57,ascoli piceno,Italy,Marche,UMBRIA - MARCHE,1290,2011,1
Franciscans,43.12,13.05,S. Severino,Italy,Marche,UMBRIA - MARCHE,1290,2011,1
Franciscans,42.68,12.55,aquasparta,Italy,Umbria,UMBRIA - MARCHE,1290,2011,1
Franciscans,42.95,12.0,citta della pieve,Italy,Umbria,UMBRIA - MARCHE,1290,2011,1
Franciscans,43.07,12.62,Assisi,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.92,13.08,Visso,Italy,Marche,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.98,13.6,Montalto,Italy,Marche,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.58,12.3,alviano,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.93,12.62,bevagna,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.4,12.57,calvi,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.35,12.57,caprignone,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.72,13.02,cascia,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.52,12.52,castel del lago,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.82,12.92,cerreto,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.1,12.38,cibotolla,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.5,12.12,citerna,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.1,12.38,Marsiano,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.65,12.95,Monteleone,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.52,13.23,Montereale,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.02,13.43,Monte S. Martino,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.35,12.57,Occosce,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.3,12.33,Preggio,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,42.5,12.67,Stroncone,Italy,Umbria,UMBRIA - MARCHE,1291,2011,1
Franciscans,43.68,12.8,Fossombrone,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.43,13.35,Tornasano,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.45,13.53,castelfidardo,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.63,13.03,corinaldo,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.72,12.43,Lunano,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.6,13.15,Montalboddo,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.52,13.23,Monte Novo,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.53,13.03,Serra dè Conti,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.7,13.22,Sinigaglia,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.75,12.88,Saltaria,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,43.88,12.28,S. Leone,Italy,Marche,UMBRIA - MARCHE,1292,2011,1
Franciscans,42.82,12.67,Mercatello,Italy,Umbria,UMBRIA - MARCHE,1294,2011,1
Franciscans,43.77,12.48,Sassocorvaro,Italy,Marche,UMBRIA - MARCHE,1297,2011,1
Franciscans,43.2,12.43,civitella di benazone,Italy,Umbria,UMBRIA - MARCHE,1297,2011,1
Franciscans,43.12,13.05,Monte Melone,Italy,Marche,UMBRIA - MARCHE,1300,2011,1
Franciscans,42.67,12.28,Montecchio,Italy,Umbria,UMBRIA - MARCHE,1300,2011,1
Franciscans,43.1,12.38,Perugia,Italy,Umbria,UMBRIA - MARCHE,1301,2011,1
Franciscans,43.35,12.32,Montone,Italy,Umbria,UMBRIA - MARCHE,1308,2011,1
Franciscans,43.12,13.05,Vincentia,Italy,Marche,UMBRIA - MARCHE,1310,2011,1
Franciscans,43.12,12.78,Nocera,Italy,Umbria,UMBRIA - MARCHE,1319,2011,1
Franciscans,43.17,13.18,Serrapetrona,Italy,Marche,UMBRIA - MARCHE,1322,2011,1
Franciscans,43.13,12.28,corciano,Italy,Umbria,UMBRIA - MARCHE,1323,2011,1
Franciscans,42.52,12.52,Narni,Italy,Umbria,UMBRIA - MARCHE,1328,2011,1
Franciscans,43.8,12.43,Faggiola,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.2,13.28,Tolentino,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.87,13.48,Venarotta,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.38,13.12,apiro,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.98,13.45,Montefalcone,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.35,13.62,Monte Santo,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.95,13.55,Poggio Canoso,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.52,13.23,Rocca del Fluvione,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.52,13.6,Sirolo,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.25,13.75,S. Elpidio,Italy,Marche,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.3,12.33,Umbertide,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.6,12.58,cesi,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.1,12.38,Monteluce,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.57,12.65,Piediluco,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.07,12.62,Rocchiciola,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.07,12.62,S. Maria Maddalena,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,42.62,12.55,San Gemini,Italy,Umbria,UMBRIA - MARCHE,1343,2011,1
Franciscans,43.35,12.57,Gubbio,Italy,Umbria,UMBRIA - MARCHE,1358,2011,1
Franciscans,42.82,12.77,Pissignano-Trevi,Italy,Umbria,UMBRIA - MARCHE,1360,2011,1
Franciscans,43.8,12.43,Macerata Feltria,Italy,Marche,UMBRIA - MARCHE,1366,2011,1
Franciscans,43.8,12.43,cessoloni,Italy,Marche,UMBRIA - MARCHE,1372,2011,1
Franciscans,43.07,12.95,Serravalle,Italy,Marche,UMBRIA - MARCHE,1372,2011,1
Franciscans,42.83,12.58,Giano,Italy,Umbria,UMBRIA - MARCHE,1373,2011,1
Franciscans,42.55,12.42,amelia,Italy,Umbria,UMBRIA - MARCHE,1373,2011,1
Franciscans,42.92,12.08,Montegiove,Italy,Umbria,UMBRIA - MARCHE,1373,2011,1
Franciscans,42.72,12.75,Monte Luco,Italy,Umbria,UMBRIA - MARCHE,1373,2011,1
Franciscans,43.47,12.22,Scarzola,Italy,Umbria,UMBRIA - MARCHE,1373,2011,1
Franciscans,43.07,12.95,S. Giorgio in Granitis,Italy,Marche,UMBRIA - MARCHE,1382,2011,1
Franciscans,43.33,12.9,Fabriano,Italy,Marche,UMBRIA - MARCHE,1390,2011,1
Franciscans,43.12,13.05,camerino,Italy,Marche,UMBRIA - MARCHE,1390,2011,1
Franciscans,43.33,12.9,Sufiano,Italy,Marche,UMBRIA - MARCHE,1399,2011,1
Franciscans,43.32,13.05,Monte S. Vicino,Italy,Marche,UMBRIA - MARCHE,1400,2011,1
Franciscans,42.78,12.42,Todi,Italy,Umbria,UMBRIA - MARCHE,1400,2011,1
Franciscans,43.8,12.43,Monte Busceto,Italy,Marche,UMBRIA - MARCHE,1401,2011,1
Franciscans,42.78,12.42,Todi,Italy,Umbria,UMBRIA - MARCHE,1404,2011,1
Franciscans,42.95,12.7,Foligno,Italy,Umbria,UMBRIA - MARCHE,1406,2011,1
Franciscans,43.72,12.63,Urbino,Italy,Marche,UMBRIA - MARCHE,1425,2011,1
Franciscans,43.43,13.12,cupramontana,Italy,Marche,UMBRIA - MARCHE,1426,2011,1
Franciscans,43.43,13.12,Massaccio,Italy,Marche,UMBRIA - MARCHE,1426,2011,1
Franciscans,42.85,13.32,castro eremitae,Italy,Marche,UMBRIA - MARCHE,1427,2011,1
Franciscans,42.72,12.1,Orvieto,Italy,Umbria,UMBRIA - MARCHE,1429,2011,1
Franciscans,43.83,13.02,Fano,Italy,Marche,UMBRIA - MARCHE,1432,2011,1
Franciscans,43.83,13.02,Ripa Sardana,Italy,Marche,UMBRIA - MARCHE,1432,2011,1
Franciscans,43.83,13.02,caprignele,Italy,Umbria,UMBRIA - MARCHE,1432,2011,1
Franciscans,42.8,13.1,Norcia,Italy,Umbria,UMBRIA - MARCHE,1432,2011,1
Franciscans,43.12,13.05,S. Severino,Italy,Marche,UMBRIA - MARCHE,1434,2011,1
Franciscans,43.62,13.52,ancona,Italy,Marche,UMBRIA - MARCHE,1436,2011,1
Franciscans,43.1,12.38,Perugia,Italy,Umbria,UMBRIA - MARCHE,1436,2011,1
Franciscans,42.67,12.28,Montecchio,Italy,Umbria,UMBRIA - MARCHE,1437,2011,1
Franciscans,43.9,12.9,Pesaro,Italy,Marche,UMBRIA - MARCHE,1438,2011,1
Franciscans,43.48,13.47,Osimo,Italy,Marche,UMBRIA - MARCHE,1439,2011,1
Franciscans,43.52,13.23,Iesi,Italy,Marche,UMBRIA - MARCHE,1440,2011,1
Franciscans,42.57,12.65,Terni,Italy,Umbria,UMBRIA - MARCHE,1441,2011,1
Franciscans,43.15,13.72,Fermo,Italy,Marche,UMBRIA - MARCHE,1442,2011,1
Franciscans,42.85,13.57,ascoli piceno,Italy,Marche,UMBRIA - MARCHE,1442,2011,1
Franciscans,42.88,12.65,Montefalco,Italy,Umbria,UMBRIA - MARCHE,1443,2011,1
Franciscans,43.37,13.2,cingoli,Italy,Marche,UMBRIA - MARCHE,1446,2011,1
Franciscans,42.78,12.42,Todi,Italy,Umbria,UMBRIA - MARCHE,1448,2011,1
Franciscans,42.92,13.83,Monteprandone,Italy,Marche,UMBRIA - MARCHE,1449,2011,1
Franciscans,43.07,12.23,agello,Italy,Umbria,UMBRIA - MARCHE,1450,2011,1
Franciscans,42.72,13.02,cascia,Italy,Umbria,UMBRIA - MARCHE,1450,2011,1
Franciscans,42.6,12.77,Montefranco-Terni,Italy,Umbria,UMBRIA - MARCHE,1454,2011,1
Franciscans,42.73,12.73,Spoleto,Italy,Umbria,UMBRIA - MARCHE,1454,2011,1
Franciscans,43.15,13.72,S. Elpidio,Italy,Marche,UMBRIA - MARCHE,1455,2011,1
Franciscans,42.55,12.42,amelia,Italy,Umbria,UMBRIA - MARCHE,1465,2011,1
Franciscans,42.52,12.52,Narni,Italy,Umbria,UMBRIA - MARCHE,1465,2011,1
Franciscans,42.88,13.15,Nocelleto,Italy,Marche,UMBRIA - MARCHE,1468,2011,1
Franciscans,43.68,12.8,Fossombrone,Italy,Marche,UMBRIA - MARCHE,1472,2011,1
Franciscans,42.57,12.65,Terni,Italy,Umbria,UMBRIA - MARCHE,1472,2011,1
Franciscans,43.13,13.22,calderola,Italy,Marche,UMBRIA - MARCHE,1473,2011,1
Franciscans,43.1,12.38,Perugia,Italy,Umbria,UMBRIA - MARCHE,1474,2011,1
Franciscans,42.98,12.67,Spello,Italy,Umbria,UMBRIA - MARCHE,1474,2011,1
Franciscans,42.85,13.57,ascoli piceno,Italy,Marche,UMBRIA - MARCHE,1479,2011,1
Franciscans,42.88,12.75,Trevi,Italy,Umbria,UMBRIA - MARCHE,1479,2011,1
Franciscans,43.3,12.33,Umbertide,Italy,Umbria,UMBRIA - MARCHE,1481,2011,1
Franciscans,43.12,12.78,Nocera (La Romita),Italy,Umbria,UMBRIA - MARCHE,1481,2011,1
Franciscans,42.93,12.7,S. Vito,Italy,Marche,UMBRIA - MARCHE,1482,2011,1
Franciscans,42.93,12.7,Foligno,Italy,Umbria,UMBRIA - MARCHE,1483,2011,1
Franciscans,42.52,12.52,Narni,Italy,Umbria,UMBRIA - MARCHE,1483,2011,1
Franciscans,43.1,12.38,Perugia,Italy,Umbria,UMBRIA - MARCHE,1483,2011,1
Franciscans,42.93,12.62,bevagna,Italy,Umbria,UMBRIA - MARCHE,1487,2011,1
Franciscans,43.7,13.22,Sinigaglia,Italy,Marche,UMBRIA - MARCHE,1491,2011,1
Franciscans,43.77,12.33,carpegna,Italy,Marche,UMBRIA - MARCHE,1492,2011,1
Franciscans,43.6,13.15,Montalboddo,Italy,Marche,UMBRIA - MARCHE,1492,2011,1
Franciscans,43.0,13.75,Ripatransone,Italy,Marche,UMBRIA - MARCHE,1495,2011,1
Franciscans,43.07,12.62,Monte Mariano,Italy,Umbria,UMBRIA - MARCHE,1495,2011,1
Franciscans,43.15,13.72,Fermo,Italy,Marche,UMBRIA - MARCHE,1496,2011,1
Franciscans,43.15,13.72,Pacciano,Italy,Umbria,UMBRIA - MARCHE,1496,2011,1
Franciscans,43.48,12.93,arcevia,Italy,Marche,UMBRIA - MARCHE,1500,2011,1
Franciscans,43.12,12.78,Nocera (S. John Baptist),Italy,Umbria,UMBRIA - MARCHE,1500,2011,1
Franciscans,43.12,12.17,Feliciano,Italy,Umbria,UMBRIA - MARCHE,1502,2011,1
Franciscans,42.85,13.57,ascoli piceno,Italy,Marche,UMBRIA - MARCHE,1506,2011,1
Franciscans,43.3,13.45,Macerata,Italy,Marche,UMBRIA - MARCHE,1506,2011,1
Franciscans,43.38,13.55,Recanati,Italy,Marche,UMBRIA - MARCHE,1506,2011,1
Franciscans,43.42,12.85,Sassoferrato,Italy,Marche,UMBRIA - MARCHE,1506,2011,1
Franciscans,43.42,12.85,Monte Colognola,Italy,Umbria,UMBRIA - MARCHE,1506,2011,1
Franciscans,42.52,12.52,Narni,Italy,Umbria,UMBRIA - MARCHE,1506,2011,1
Franciscans,42.52,12.52,Narni,Italy,Umbria,UMBRIA - MARCHE,1506,2011,1
Franciscans,42.8,13.1,Norcia,Italy,Umbria,UMBRIA - MARCHE,1506,2011,1
Franciscans,43.23,13.5,Montolmo,Italy,Marche,UMBRIA - MARCHE,1510,2011,1
Franciscans,43.67,12.42,S. Angelo in Vado,Italy,Marche,UMBRIA - MARCHE,1511,2011,1
Franciscans,42.93,13.68,Offida,Italy,Marche,UMBRIA - MARCHE,1515,2011,1
Franciscans,53.22,6.57,Groningen,Netherlands,Groningen,NOORD NEDERLAND - GRONINGEN,1245,2011,1
Franciscans,53.07,5.52,bolsward,Netherlands,Friesland,NOORD NEDERLAND - GRONINGEN,1260,2011,1
Franciscans,52.33,5.62,Harderwijk,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1290,2011,1
Franciscans,52.55,5.9,Kampen,Netherlands,Overijssel,NOORD NEDERLAND - GRONINGEN,1300,2011,1
Franciscans,52.37,4.88,amsterdam,Netherlands,Noord-Holland,NOORD NEDERLAND - GRONINGEN,1304,2011,1
Franciscans,52.25,6.15,Deventer,Netherlands,Overijssel,NOORD NEDERLAND - GRONINGEN,1306,2011,1
Franciscans,51.97,5.9,arnhem,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1318,2011,1
Franciscans,51.83,5.85,Nijmegen,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1336,2011,1
Franciscans,52.37,4.63,Haarlem,Netherlands,Noord-Holland,NOORD NEDERLAND - GRONINGEN,1339,2011,1
Franciscans,51.9,5.3,buermalsen,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1423,2011,1
Franciscans,52.62,4.75,Alkmaar,Netherlands,Noord-Holland,NOORD NEDERLAND - GRONINGEN,1445,2011,1
Franciscans,51.83,5.85,Nijmegen,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1455,2011,1
Franciscans,52.13,6.2,Warnsfeld bei Zutphen,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1455,2011,1
Franciscans,52.13,6.2,Zutphen,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1455,2011,1
Franciscans,53.2,5.8,Leeuwarden,Netherlands,Friesland,NOORD NEDERLAND - GRONINGEN,1457,2011,1
Franciscans,53.2,5.8,Leeuwarden,Netherlands,Friesland,NOORD NEDERLAND - GRONINGEN,1473,2011,1
Franciscans,51.97,5.9,arnhem,Netherlands,Gelderland,NOORD NEDERLAND - GRONINGEN,1487,2011,1
Franciscans,51.18,5.98,Roermond,Netherlands,Netherlands - Limburg,OOST NEDERLAND,1230,2011,1
Franciscans,50.85,5.68,Maastricht,Netherlands,Netherlands - Limburg,OOST NEDERLAND,1234,2011,1
Franciscans,50.87,5.72,Weert,Netherlands,Netherlands - Limburg,OOST NEDERLAND,1461,2011,1
Franciscans,51.5,3.6,Middelburg,Netherlands,Zeeland,WEST NEDERLAND,1234,2011,1
Franciscans,51.65,3.92,Zierikzee,Netherlands,Zeeland,WEST NEDERLAND,1270,2011,1
Franciscans,51.3,3.38,Ecluse,Netherlands,Zeeland,WEST NEDERLAND,1443,2011,1
Franciscans,51.27,4.05,Hulst,Netherlands,Zeeland,WEST NEDERLAND,1458,2011,1
Franciscans,51.7,5.3,s Hertogenbosch,Netherlands,Noord-Brabant,ZUID NEDERLAND,1229,2011,1
Franciscans,52.08,5.12,Utrecht,Netherlands,Utrecht,ZUID NEDERLAND,1240,2011,1
Franciscans,51.8,4.67,Dordrecht,Netherlands,Zuid-Holland,ZUID NEDERLAND,1248,2011,1
Franciscans,52.02,4.7,Gouda,Netherlands,Zuid-Holland,ZUID NEDERLAND,1318,2011,1
Franciscans,52.12,5.42,Leusden,Netherlands,Utrecht,ZUID NEDERLAND,1394,2011,1
Franciscans,52.15,4.48,Leiden,Netherlands,Zuid-Holland,ZUID NEDERLAND,1445,2011,1
Franciscans,52.15,4.52,Leiderdorp,Netherlands,Zuid-Holland,ZUID NEDERLAND,1445,2011,1
Franciscans,52.0,4.35,Delft,Netherlands,Zuid-Holland,ZUID NEDERLAND,1449,2011,1
Franciscans,51.82,4.97,Gorkum,Netherlands,Zuid-Holland,ZUID NEDERLAND,1454,2011,1
Franciscans,51.5,4.28,bergen op zoom,Netherlands,Noord-Brabant,ZUID NEDERLAND,1460,2011,1
Franciscans,52.15,5.38,amersfoort,Netherlands,Utrecht,ZUID NEDERLAND,1471,2011,1
Franciscans,52.08,4.32,Graenhage,Netherlands,Zuid-Holland,ZUID NEDERLAND,1485,2011,1
Franciscans,54.38,19.83,braunsberg,Poland,Warmisko-Mazurskie,EASTERN POLAND,1296,2011,1
Franciscans,52.38,20.18,Wyszogrod,Poland,Mazowieckie,EASTERN POLAND,1350,2011,1
Franciscans,53.82,20.68,barczewo,Poland,Warmisko-Mazurskie,EASTERN POLAND,1364,2011,1
Franciscans,52.4,22.65,Drohiczyn,Poland,Podlaskie,EASTERN POLAND,1409,2011,1
Franciscans,52.22,21.0,Warsaw,Poland,Mazowieckie,EASTERN POLAND,1454,2011,1
Franciscans,51.25,22.57,Lublin,Poland,Lubelskie,EASTERN POLAND,1460,2011,1
Franciscans,51.4,21.15,Radom,Poland,Mazowieckie,EASTERN POLAND,1469,2011,1
Franciscans,52.55,19.7,Plock,Poland,Mazowieckie,EASTERN POLAND,1490,2011,1
Franciscans,52.8,18.25,Inowroclaw,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1238,2011,1
Franciscans,52.8,18.25,Thorn,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1239,2011,1
Franciscans,53.0,18.6,Toruń,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1239,2011,1
Franciscans,51.35,17.27,Zlotow,Poland,Wielkopolskie,NORTHERN POLAND,1242,2011,1
Franciscans,52.84,18.9,Nieszawa,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1249,2011,1
Franciscans,50.25,20.12,Kalisz,Poland,Wielkopolskie,NORTHERN POLAND,1257,2011,1
Franciscans,53.35,18.42,chelmno,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1258,2011,1
Franciscans,53.35,18.42,culm,Poland,Kujawsko-Pomorskie,NORTHERN POLAND,1258,2011,1
Franciscans,52.52,17.57,Gniezno,Poland,Wielkopolskie,NORTHERN POLAND,1259,2011,1
Franciscans,52.65,16.8,Oborniki,Poland,Wielkopolskie,NORTHERN POLAND,1259,2011,1
Franciscans,50.5,16.88,Srem,Poland,Wielkopolskie,NORTHERN POLAND,1270,2011,1
Franciscans,52.17,17.68,Pyzdry,Poland,Wielkopolskie,NORTHERN POLAND,1277,2011,1
